interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-04-18T06:40:00-07:00,2025-04-18 13:40:00+00:00,2025-04-18T06:45:00-07:00,2025-04-18 13:45:00+00:00,23044
2025-04-18T06:45:00-07:00,2025-04-18 13:45:00+00:00,2025-04-18T06:50:00-07:00,2025-04-18 13:50:00+00:00,23148
2025-04-18T06:50:00-07:00,2025-04-18 13:50:00+00:00,2025-04-18T06:55:00-07:00,2025-04-18 13:55:00+00:00,23196
2025-04-18T06:55:00-07:00,2025-04-18 13:55:00+00:00,2025-04-18T07:00:00-07:00,2025-04-18 14:00:00+00:00,23257
2025-04-18T07:00:00-07:00,2025-04-18 14:00:00+00:00,2025-04-18T07:05:00-07:00,2025-04-18 14:05:00+00:00,23309
2025-04-18T07:05:00-07:00,2025-04-18 14:05:00+00:00,2025-04-18T07:10:00-07:00,2025-04-18 14:10:00+00:00,23575
2025-04-18T07:10:00-07:00,2025-04-18 14:10:00+00:00,2025-04-18T07:15:00-07:00,2025-04-18 14:15:00+00:00,23799
2025-04-18T07:15:00-07:00,2025-04-18 14:15:00+00:00,2025-04-18T07:20:00-07:00,2025-04-18 14:20:00+00:00,23935
2025-04-18T07:20:00-07:00,2025-04-18 14:20:00+00:00,2025-04-18T07:25:00-07:00,2025-04-18 14:25:00+00:00,23980
2025-04-18T07:25:00-07:00,2025-04-18 14:25:00+00:00,2025-04-18T07:30:00-07:00,2025-04-18 14:30:00+00:00,24056
2025-04-18T07:30:00-07:00,2025-04-18 14:30:00+00:00,2025-04-18T07:35:00-07:00,2025-04-18 14:35:00+00:00,24132
2025-04-18T07:35:00-07:00,2025-04-18 14:35:00+00:00,2025-04-18T07:40:00-07:00,2025-04-18 14:40:00+00:00,24333
2025-04-18T07:40:00-07:00,2025-04-18 14:40:00+00:00,2025-04-18T07:45:00-07:00,2025-04-18 14:45:00+00:00,24457
2025-04-18T07:45:00-07:00,2025-04-18 14:45:00+00:00,2025-04-18T07:50:00-07:00,2025-04-18 14:50:00+00:00,24359
2025-04-18T07:50:00-07:00,2025-04-18 14:50:00+00:00,2025-04-18T07:55:00-07:00,2025-04-18 14:55:00+00:00,24413
2025-04-18T07:55:00-07:00,2025-04-18 14:55:00+00:00,2025-04-18T08:00:00-07:00,2025-04-18 15:00:00+00:00,24364
2025-04-18T08:00:00-07:00,2025-04-18 15:00:00+00:00,2025-04-18T08:05:00-07:00,2025-04-18 15:05:00+00:00,24302
2025-04-18T08:05:00-07:00,2025-04-18 15:05:00+00:00,2025-04-18T08:10:00-07:00,2025-04-18 15:10:00+00:00,23985
2025-04-18T08:10:00-07:00,2025-04-18 15:10:00+00:00,2025-04-18T08:15:00-07:00,2025-04-18 15:15:00+00:00,24362
2025-04-18T08:15:00-07:00,2025-04-18 15:15:00+00:00,2025-04-18T08:20:00-07:00,2025-04-18 15:20:00+00:00,24452
2025-04-18T08:20:00-07:00,2025-04-18 15:20:00+00:00,2025-04-18T08:25:00-07:00,2025-04-18 15:25:00+00:00,24275
2025-04-18T08:25:00-07:00,2025-04-18 15:25:00+00:00,2025-04-18T08:30:00-07:00,2025-04-18 15:30:00+00:00,24413
2025-04-18T08:30:00-07:00,2025-04-18 15:30:00+00:00,2025-04-18T08:35:00-07:00,2025-04-18 15:35:00+00:00,24183
2025-04-18T08:35:00-07:00,2025-04-18 15:35:00+00:00,2025-04-18T08:40:00-07:00,2025-04-18 15:40:00+00:00,24228
2025-04-18T08:40:00-07:00,2025-04-18 15:40:00+00:00,2025-04-18T08:45:00-07:00,2025-04-18 15:45:00+00:00,24202
2025-04-18T08:45:00-07:00,2025-04-18 15:45:00+00:00,2025-04-18T08:50:00-07:00,2025-04-18 15:50:00+00:00,24194
2025-04-18T08:50:00-07:00,2025-04-18 15:50:00+00:00,2025-04-18T08:55:00-07:00,2025-04-18 15:55:00+00:00,24146
2025-04-18T08:55:00-07:00,2025-04-18 15:55:00+00:00,2025-04-18T09:00:00-07:00,2025-04-18 16:00:00+00:00,24101
2025-04-18T09:00:00-07:00,2025-04-18 16:00:00+00:00,2025-04-18T09:05:00-07:00,2025-04-18 16:05:00+00:00,23958
2025-04-18T09:05:00-07:00,2025-04-18 16:05:00+00:00,2025-04-18T09:10:00-07:00,2025-04-18 16:10:00+00:00,24084
2025-04-18T09:10:00-07:00,2025-04-18 16:10:00+00:00,2025-04-18T09:15:00-07:00,2025-04-18 16:15:00+00:00,24288
2025-04-18T09:15:00-07:00,2025-04-18 16:15:00+00:00,2025-04-18T09:20:00-07:00,2025-04-18 16:20:00+00:00,24324
2025-04-18T09:20:00-07:00,2025-04-18 16:20:00+00:00,2025-04-18T09:25:00-07:00,2025-04-18 16:25:00+00:00,24304
2025-04-18T09:25:00-07:00,2025-04-18 16:25:00+00:00,2025-04-18T09:30:00-07:00,2025-04-18 16:30:00+00:00,24253
2025-04-18T09:30:00-07:00,2025-04-18 16:30:00+00:00,2025-04-18T09:35:00-07:00,2025-04-18 16:35:00+00:00,24216
2025-04-18T09:35:00-07:00,2025-04-18 16:35:00+00:00,2025-04-18T09:40:00-07:00,2025-04-18 16:40:00+00:00,24222
2025-04-18T09:40:00-07:00,2025-04-18 16:40:00+00:00,2025-04-18T09:45:00-07:00,2025-04-18 16:45:00+00:00,23886
2025-04-18T09:45:00-07:00,2025-04-18 16:45:00+00:00,2025-04-18T09:50:00-07:00,2025-04-18 16:50:00+00:00,23739
2025-04-18T09:50:00-07:00,2025-04-18 16:50:00+00:00,2025-04-18T09:55:00-07:00,2025-04-18 16:55:00+00:00,23775
2025-04-18T09:55:00-07:00,2025-04-18 16:55:00+00:00,2025-04-18T10:00:00-07:00,2025-04-18 17:00:00+00:00,23566
2025-04-18T10:00:00-07:00,2025-04-18 17:00:00+00:00,2025-04-18T10:05:00-07:00,2025-04-18 17:05:00+00:00,23571
2025-04-18T10:05:00-07:00,2025-04-18 17:05:00+00:00,2025-04-18T10:10:00-07:00,2025-04-18 17:10:00+00:00,23177
2025-04-18T10:10:00-07:00,2025-04-18 17:10:00+00:00,2025-04-18T10:15:00-07:00,2025-04-18 17:15:00+00:00,23115
2025-04-18T10:15:00-07:00,2025-04-18 17:15:00+00:00,2025-04-18T10:20:00-07:00,2025-04-18 17:20:00+00:00,23145
2025-04-18T10:20:00-07:00,2025-04-18 17:20:00+00:00,2025-04-18T10:25:00-07:00,2025-04-18 17:25:00+00:00,23015
2025-04-18T10:25:00-07:00,2025-04-18 17:25:00+00:00,2025-04-18T10:30:00-07:00,2025-04-18 17:30:00+00:00,23065
2025-04-18T10:30:00-07:00,2025-04-18 17:30:00+00:00,2025-04-18T10:35:00-07:00,2025-04-18 17:35:00+00:00,22833
2025-04-18T10:35:00-07:00,2025-04-18 17:35:00+00:00,2025-04-18T10:40:00-07:00,2025-04-18 17:40:00+00:00,22647
2025-04-18T10:40:00-07:00,2025-04-18 17:40:00+00:00,2025-04-18T10:45:00-07:00,2025-04-18 17:45:00+00:00,22335
2025-04-18T10:45:00-07:00,2025-04-18 17:45:00+00:00,2025-04-18T10:50:00-07:00,2025-04-18 17:50:00+00:00,22275
2025-04-18T10:50:00-07:00,2025-04-18 17:50:00+00:00,2025-04-18T10:55:00-07:00,2025-04-18 17:55:00+00:00,22248
2025-04-18T10:55:00-07:00,2025-04-18 17:55:00+00:00,2025-04-18T11:00:00-07:00,2025-04-18 18:00:00+00:00,22168
2025-04-18T11:00:00-07:00,2025-04-18 18:00:00+00:00,2025-04-18T11:05:00-07:00,2025-04-18 18:05:00+00:00,22061
2025-04-18T11:05:00-07:00,2025-04-18 18:05:00+00:00,2025-04-18T11:10:00-07:00,2025-04-18 18:10:00+00:00,21984
2025-04-18T11:10:00-07:00,2025-04-18 18:10:00+00:00,2025-04-18T11:15:00-07:00,2025-04-18 18:15:00+00:00,22065
2025-04-18T11:15:00-07:00,2025-04-18 18:15:00+00:00,2025-04-18T11:20:00-07:00,2025-04-18 18:20:00+00:00,21934
2025-04-18T11:20:00-07:00,2025-04-18 18:20:00+00:00,2025-04-18T11:25:00-07:00,2025-04-18 18:25:00+00:00,21864
2025-04-18T11:25:00-07:00,2025-04-18 18:25:00+00:00,2025-04-18T11:30:00-07:00,2025-04-18 18:30:00+00:00,21791
2025-04-18T11:30:00-07:00,2025-04-18 18:30:00+00:00,2025-04-18T11:35:00-07:00,2025-04-18 18:35:00+00:00,21585
2025-04-18T11:35:00-07:00,2025-04-18 18:35:00+00:00,2025-04-18T11:40:00-07:00,2025-04-18 18:40:00+00:00,21440
2025-04-18T11:40:00-07:00,2025-04-18 18:40:00+00:00,2025-04-18T11:45:00-07:00,2025-04-18 18:45:00+00:00,21366
2025-04-18T11:45:00-07:00,2025-04-18 18:45:00+00:00,2025-04-18T11:50:00-07:00,2025-04-18 18:50:00+00:00,21189
2025-04-18T11:50:00-07:00,2025-04-18 18:50:00+00:00,2025-04-18T11:55:00-07:00,2025-04-18 18:55:00+00:00,21098
2025-04-18T11:55:00-07:00,2025-04-18 18:55:00+00:00,2025-04-18T12:00:00-07:00,2025-04-18 19:00:00+00:00,20987
2025-04-18T12:00:00-07:00,2025-04-18 19:00:00+00:00,2025-04-18T12:05:00-07:00,2025-04-18 19:05:00+00:00,20767
2025-04-18T12:05:00-07:00,2025-04-18 19:05:00+00:00,2025-04-18T12:10:00-07:00,2025-04-18 19:10:00+00:00,20592
2025-04-18T12:10:00-07:00,2025-04-18 19:10:00+00:00,2025-04-18T12:15:00-07:00,2025-04-18 19:15:00+00:00,20437
2025-04-18T12:15:00-07:00,2025-04-18 19:15:00+00:00,2025-04-18T12:20:00-07:00,2025-04-18 19:20:00+00:00,20361
2025-04-18T12:20:00-07:00,2025-04-18 19:20:00+00:00,2025-04-18T12:25:00-07:00,2025-04-18 19:25:00+00:00,20220
2025-04-18T12:25:00-07:00,2025-04-18 19:25:00+00:00,2025-04-18T12:30:00-07:00,2025-04-18 19:30:00+00:00,20095
2025-04-18T12:30:00-07:00,2025-04-18 19:30:00+00:00,2025-04-18T12:35:00-07:00,2025-04-18 19:35:00+00:00,20013
2025-04-18T12:35:00-07:00,2025-04-18 19:35:00+00:00,2025-04-18T12:40:00-07:00,2025-04-18 19:40:00+00:00,19946
2025-04-18T12:40:00-07:00,2025-04-18 19:40:00+00:00,2025-04-18T12:45:00-07:00,2025-04-18 19:45:00+00:00,19903
2025-04-18T12:45:00-07:00,2025-04-18 19:45:00+00:00,2025-04-18T12:50:00-07:00,2025-04-18 19:50:00+00:00,19817
2025-04-18T12:50:00-07:00,2025-04-18 19:50:00+00:00,2025-04-18T12:55:00-07:00,2025-04-18 19:55:00+00:00,19726
2025-04-18T12:55:00-07:00,2025-04-18 19:55:00+00:00,2025-04-18T13:00:00-07:00,2025-04-18 20:00:00+00:00,19643
2025-04-18T13:00:00-07:00,2025-04-18 20:00:00+00:00,2025-04-18T13:05:00-07:00,2025-04-18 20:05:00+00:00,19509
2025-04-18T13:05:00-07:00,2025-04-18 20:05:00+00:00,2025-04-18T13:10:00-07:00,2025-04-18 20:10:00+00:00,19491
2025-04-18T13:10:00-07:00,2025-04-18 20:10:00+00:00,2025-04-18T13:15:00-07:00,2025-04-18 20:15:00+00:00,19218
2025-04-18T13:15:00-07:00,2025-04-18 20:15:00+00:00,2025-04-18T13:20:00-07:00,2025-04-18 20:20:00+00:00,19224
2025-04-18T13:20:00-07:00,2025-04-18 20:20:00+00:00,2025-04-18T13:25:00-07:00,2025-04-18 20:25:00+00:00,19141
2025-04-18T13:25:00-07:00,2025-04-18 20:25:00+00:00,2025-04-18T13:30:00-07:00,2025-04-18 20:30:00+00:00,18972
2025-04-18T13:30:00-07:00,2025-04-18 20:30:00+00:00,2025-04-18T13:35:00-07:00,2025-04-18 20:35:00+00:00,18985
2025-04-18T13:35:00-07:00,2025-04-18 20:35:00+00:00,2025-04-18T13:40:00-07:00,2025-04-18 20:40:00+00:00,18881
2025-04-18T13:40:00-07:00,2025-04-18 20:40:00+00:00,2025-04-18T13:45:00-07:00,2025-04-18 20:45:00+00:00,19006
2025-04-18T13:45:00-07:00,2025-04-18 20:45:00+00:00,2025-04-18T13:50:00-07:00,2025-04-18 20:50:00+00:00,19045
2025-04-18T13:50:00-07:00,2025-04-18 20:50:00+00:00,2025-04-18T13:55:00-07:00,2025-04-18 20:55:00+00:00,18977
2025-04-18T13:55:00-07:00,2025-04-18 20:55:00+00:00,2025-04-18T14:00:00-07:00,2025-04-18 21:00:00+00:00,18759
2025-04-18T14:00:00-07:00,2025-04-18 21:00:00+00:00,2025-04-18T14:05:00-07:00,2025-04-18 21:05:00+00:00,18676
2025-04-18T14:05:00-07:00,2025-04-18 21:05:00+00:00,2025-04-18T14:10:00-07:00,2025-04-18 21:10:00+00:00,18594
2025-04-18T14:10:00-07:00,2025-04-18 21:10:00+00:00,2025-04-18T14:15:00-07:00,2025-04-18 21:15:00+00:00,18390
2025-04-18T14:15:00-07:00,2025-04-18 21:15:00+00:00,2025-04-18T14:20:00-07:00,2025-04-18 21:20:00+00:00,18369
2025-04-18T14:20:00-07:00,2025-04-18 21:20:00+00:00,2025-04-18T14:25:00-07:00,2025-04-18 21:25:00+00:00,18331
2025-04-18T14:25:00-07:00,2025-04-18 21:25:00+00:00,2025-04-18T14:30:00-07:00,2025-04-18 21:30:00+00:00,18158
2025-04-18T14:30:00-07:00,2025-04-18 21:30:00+00:00,2025-04-18T14:35:00-07:00,2025-04-18 21:35:00+00:00,18130
2025-04-18T14:35:00-07:00,2025-04-18 21:35:00+00:00,2025-04-18T14:40:00-07:00,2025-04-18 21:40:00+00:00,18111
2025-04-18T14:40:00-07:00,2025-04-18 21:40:00+00:00,2025-04-18T14:45:00-07:00,2025-04-18 21:45:00+00:00,18057
2025-04-18T14:45:00-07:00,2025-04-18 21:45:00+00:00,2025-04-18T14:50:00-07:00,2025-04-18 21:50:00+00:00,18027
2025-04-18T14:50:00-07:00,2025-04-18 21:50:00+00:00,2025-04-18T14:55:00-07:00,2025-04-18 21:55:00+00:00,17918
2025-04-18T14:55:00-07:00,2025-04-18 21:55:00+00:00,2025-04-18T15:00:00-07:00,2025-04-18 22:00:00+00:00,17966
2025-04-18T15:00:00-07:00,2025-04-18 22:00:00+00:00,2025-04-18T15:05:00-07:00,2025-04-18 22:05:00+00:00,17968
2025-04-18T15:05:00-07:00,2025-04-18 22:05:00+00:00,2025-04-18T15:10:00-07:00,2025-04-18 22:10:00+00:00,18011
2025-04-18T15:10:00-07:00,2025-04-18 22:10:00+00:00,2025-04-18T15:15:00-07:00,2025-04-18 22:15:00+00:00,18196
2025-04-18T15:15:00-07:00,2025-04-18 22:15:00+00:00,2025-04-18T15:20:00-07:00,2025-04-18 22:20:00+00:00,18286
2025-04-18T15:20:00-07:00,2025-04-18 22:20:00+00:00,2025-04-18T15:25:00-07:00,2025-04-18 22:25:00+00:00,18185
2025-04-18T15:25:00-07:00,2025-04-18 22:25:00+00:00,2025-04-18T15:30:00-07:00,2025-04-18 22:30:00+00:00,18234
2025-04-18T15:30:00-07:00,2025-04-18 22:30:00+00:00,2025-04-18T15:35:00-07:00,2025-04-18 22:35:00+00:00,18277
2025-04-18T15:35:00-07:00,2025-04-18 22:35:00+00:00,2025-04-18T15:40:00-07:00,2025-04-18 22:40:00+00:00,18232
2025-04-18T15:40:00-07:00,2025-04-18 22:40:00+00:00,2025-04-18T15:45:00-07:00,2025-04-18 22:45:00+00:00,18439
2025-04-18T15:45:00-07:00,2025-04-18 22:45:00+00:00,2025-04-18T15:50:00-07:00,2025-04-18 22:50:00+00:00,18531
2025-04-18T15:50:00-07:00,2025-04-18 22:50:00+00:00,2025-04-18T15:55:00-07:00,2025-04-18 22:55:00+00:00,18622
2025-04-18T15:55:00-07:00,2025-04-18 22:55:00+00:00,2025-04-18T16:00:00-07:00,2025-04-18 23:00:00+00:00,18737
2025-04-18T16:00:00-07:00,2025-04-18 23:00:00+00:00,2025-04-18T16:05:00-07:00,2025-04-18 23:05:00+00:00,18906
2025-04-18T16:05:00-07:00,2025-04-18 23:05:00+00:00,2025-04-18T16:10:00-07:00,2025-04-18 23:10:00+00:00,18847
2025-04-18T16:10:00-07:00,2025-04-18 23:10:00+00:00,2025-04-18T16:15:00-07:00,2025-04-18 23:15:00+00:00,18816
2025-04-18T16:15:00-07:00,2025-04-18 23:15:00+00:00,2025-04-18T16:20:00-07:00,2025-04-18 23:20:00+00:00,18870
2025-04-18T16:20:00-07:00,2025-04-18 23:20:00+00:00,2025-04-18T16:25:00-07:00,2025-04-18 23:25:00+00:00,18925
2025-04-18T16:25:00-07:00,2025-04-18 23:25:00+00:00,2025-04-18T16:30:00-07:00,2025-04-18 23:30:00+00:00,19126
2025-04-18T16:30:00-07:00,2025-04-18 23:30:00+00:00,2025-04-18T16:35:00-07:00,2025-04-18 23:35:00+00:00,19254
2025-04-18T16:35:00-07:00,2025-04-18 23:35:00+00:00,2025-04-18T16:40:00-07:00,2025-04-18 23:40:00+00:00,19334
2025-04-18T16:40:00-07:00,2025-04-18 23:40:00+00:00,2025-04-18T16:45:00-07:00,2025-04-18 23:45:00+00:00,19527
2025-04-18T16:45:00-07:00,2025-04-18 23:45:00+00:00,2025-04-18T16:50:00-07:00,2025-04-18 23:50:00+00:00,19774
2025-04-18T16:50:00-07:00,2025-04-18 23:50:00+00:00,2025-04-18T16:55:00-07:00,2025-04-18 23:55:00+00:00,19915
2025-04-18T16:55:00-07:00,2025-04-18 23:55:00+00:00,2025-04-18T17:00:00-07:00,2025-04-19 00:00:00+00:00,20027
2025-04-18T17:00:00-07:00,2025-04-19 00:00:00+00:00,2025-04-18T17:05:00-07:00,2025-04-19 00:05:00+00:00,20157
2025-04-18T17:05:00-07:00,2025-04-19 00:05:00+00:00,2025-04-18T17:10:00-07:00,2025-04-19 00:10:00+00:00,20193
2025-04-18T17:10:00-07:00,2025-04-19 00:10:00+00:00,2025-04-18T17:15:00-07:00,2025-04-19 00:15:00+00:00,20278
2025-04-18T17:15:00-07:00,2025-04-19 00:15:00+00:00,2025-04-18T17:20:00-07:00,2025-04-19 00:20:00+00:00,20300
2025-04-18T17:20:00-07:00,2025-04-19 00:20:00+00:00,2025-04-18T17:25:00-07:00,2025-04-19 00:25:00+00:00,20513
2025-04-18T17:25:00-07:00,2025-04-19 00:25:00+00:00,2025-04-18T17:30:00-07:00,2025-04-19 00:30:00+00:00,20611
2025-04-18T17:30:00-07:00,2025-04-19 00:30:00+00:00,2025-04-18T17:35:00-07:00,2025-04-19 00:35:00+00:00,20717
2025-04-18T17:35:00-07:00,2025-04-19 00:35:00+00:00,2025-04-18T17:40:00-07:00,2025-04-19 00:40:00+00:00,20936
2025-04-18T17:40:00-07:00,2025-04-19 00:40:00+00:00,2025-04-18T17:45:00-07:00,2025-04-19 00:45:00+00:00,21049
2025-04-18T17:45:00-07:00,2025-04-19 00:45:00+00:00,2025-04-18T17:50:00-07:00,2025-04-19 00:50:00+00:00,21570
2025-04-18T17:50:00-07:00,2025-04-19 00:50:00+00:00,2025-04-18T17:55:00-07:00,2025-04-19 00:55:00+00:00,21769
2025-04-18T17:55:00-07:00,2025-04-19 00:55:00+00:00,2025-04-18T18:00:00-07:00,2025-04-19 01:00:00+00:00,21994
2025-04-18T18:00:00-07:00,2025-04-19 01:00:00+00:00,2025-04-18T18:05:00-07:00,2025-04-19 01:05:00+00:00,22196
2025-04-18T18:05:00-07:00,2025-04-19 01:05:00+00:00,2025-04-18T18:10:00-07:00,2025-04-19 01:10:00+00:00,22253
2025-04-18T18:10:00-07:00,2025-04-19 01:10:00+00:00,2025-04-18T18:15:00-07:00,2025-04-19 01:15:00+00:00,22490
2025-04-18T18:15:00-07:00,2025-04-19 01:15:00+00:00,2025-04-18T18:20:00-07:00,2025-04-19 01:20:00+00:00,22573
2025-04-18T18:20:00-07:00,2025-04-19 01:20:00+00:00,2025-04-18T18:25:00-07:00,2025-04-19 01:25:00+00:00,22754
2025-04-18T18:25:00-07:00,2025-04-19 01:25:00+00:00,2025-04-18T18:30:00-07:00,2025-04-19 01:30:00+00:00,22859
2025-04-18T18:30:00-07:00,2025-04-19 01:30:00+00:00,2025-04-18T18:35:00-07:00,2025-04-19 01:35:00+00:00,23080
2025-04-18T18:35:00-07:00,2025-04-19 01:35:00+00:00,2025-04-18T18:40:00-07:00,2025-04-19 01:40:00+00:00,23300
2025-04-18T18:40:00-07:00,2025-04-19 01:40:00+00:00,2025-04-18T18:45:00-07:00,2025-04-19 01:45:00+00:00,23476
2025-04-18T18:45:00-07:00,2025-04-19 01:45:00+00:00,2025-04-18T18:50:00-07:00,2025-04-19 01:50:00+00:00,23612
2025-04-18T18:50:00-07:00,2025-04-19 01:50:00+00:00,2025-04-18T18:55:00-07:00,2025-04-19 01:55:00+00:00,23798
2025-04-18T18:55:00-07:00,2025-04-19 01:55:00+00:00,2025-04-18T19:00:00-07:00,2025-04-19 02:00:00+00:00,23969
2025-04-18T19:00:00-07:00,2025-04-19 02:00:00+00:00,2025-04-18T19:05:00-07:00,2025-04-19 02:05:00+00:00,24174
2025-04-18T19:05:00-07:00,2025-04-19 02:05:00+00:00,2025-04-18T19:10:00-07:00,2025-04-19 02:10:00+00:00,24210
2025-04-18T19:10:00-07:00,2025-04-19 02:10:00+00:00,2025-04-18T19:15:00-07:00,2025-04-19 02:15:00+00:00,24321
2025-04-18T19:15:00-07:00,2025-04-19 02:15:00+00:00,2025-04-18T19:20:00-07:00,2025-04-19 02:20:00+00:00,24444
2025-04-18T19:20:00-07:00,2025-04-19 02:20:00+00:00,2025-04-18T19:25:00-07:00,2025-04-19 02:25:00+00:00,24632
2025-04-18T19:25:00-07:00,2025-04-19 02:25:00+00:00,2025-04-18T19:30:00-07:00,2025-04-19 02:30:00+00:00,24749
2025-04-18T19:30:00-07:00,2025-04-19 02:30:00+00:00,2025-04-18T19:35:00-07:00,2025-04-19 02:35:00+00:00,24872
2025-04-18T19:35:00-07:00,2025-04-19 02:35:00+00:00,2025-04-18T19:40:00-07:00,2025-04-19 02:40:00+00:00,24952
2025-04-18T19:40:00-07:00,2025-04-19 02:40:00+00:00,2025-04-18T19:45:00-07:00,2025-04-19 02:45:00+00:00,25076
2025-04-18T19:45:00-07:00,2025-04-19 02:45:00+00:00,2025-04-18T19:50:00-07:00,2025-04-19 02:50:00+00:00,25212
2025-04-18T19:50:00-07:00,2025-04-19 02:50:00+00:00,2025-04-18T19:55:00-07:00,2025-04-19 02:55:00+00:00,25251
2025-04-18T19:55:00-07:00,2025-04-19 02:55:00+00:00,2025-04-18T20:00:00-07:00,2025-04-19 03:00:00+00:00,25309
2025-04-18T20:00:00-07:00,2025-04-19 03:00:00+00:00,2025-04-18T20:05:00-07:00,2025-04-19 03:05:00+00:00,25270
2025-04-18T20:05:00-07:00,2025-04-19 03:05:00+00:00,2025-04-18T20:10:00-07:00,2025-04-19 03:10:00+00:00,25303
2025-04-18T20:10:00-07:00,2025-04-19 03:10:00+00:00,2025-04-18T20:15:00-07:00,2025-04-19 03:15:00+00:00,25296
2025-04-18T20:15:00-07:00,2025-04-19 03:15:00+00:00,2025-04-18T20:20:00-07:00,2025-04-19 03:20:00+00:00,25338
2025-04-18T20:20:00-07:00,2025-04-19 03:20:00+00:00,2025-04-18T20:25:00-07:00,2025-04-19 03:25:00+00:00,25316
2025-04-18T20:25:00-07:00,2025-04-19 03:25:00+00:00,2025-04-18T20:30:00-07:00,2025-04-19 03:30:00+00:00,25275
2025-04-18T20:30:00-07:00,2025-04-19 03:30:00+00:00,2025-04-18T20:35:00-07:00,2025-04-19 03:35:00+00:00,25263
2025-04-18T20:35:00-07:00,2025-04-19 03:35:00+00:00,2025-04-18T20:40:00-07:00,2025-04-19 03:40:00+00:00,25238
2025-04-18T20:40:00-07:00,2025-04-19 03:40:00+00:00,2025-04-18T20:45:00-07:00,2025-04-19 03:45:00+00:00,25191
2025-04-18T20:45:00-07:00,2025-04-19 03:45:00+00:00,2025-04-18T20:50:00-07:00,2025-04-19 03:50:00+00:00,25144
2025-04-18T20:50:00-07:00,2025-04-19 03:50:00+00:00,2025-04-18T20:55:00-07:00,2025-04-19 03:55:00+00:00,25088
2025-04-18T20:55:00-07:00,2025-04-19 03:55:00+00:00,2025-04-18T21:00:00-07:00,2025-04-19 04:00:00+00:00,25047
2025-04-18T21:00:00-07:00,2025-04-19 04:00:00+00:00,2025-04-18T21:05:00-07:00,2025-04-19 04:05:00+00:00,25003
2025-04-18T21:05:00-07:00,2025-04-19 04:05:00+00:00,2025-04-18T21:10:00-07:00,2025-04-19 04:10:00+00:00,25028
2025-04-18T21:10:00-07:00,2025-04-19 04:10:00+00:00,2025-04-18T21:15:00-07:00,2025-04-19 04:15:00+00:00,25047
2025-04-18T21:15:00-07:00,2025-04-19 04:15:00+00:00,2025-04-18T21:20:00-07:00,2025-04-19 04:20:00+00:00,24995
2025-04-18T21:20:00-07:00,2025-04-19 04:20:00+00:00,2025-04-18T21:25:00-07:00,2025-04-19 04:25:00+00:00,24961
2025-04-18T21:25:00-07:00,2025-04-19 04:25:00+00:00,2025-04-18T21:30:00-07:00,2025-04-19 04:30:00+00:00,24985
2025-04-18T21:30:00-07:00,2025-04-19 04:30:00+00:00,2025-04-18T21:35:00-07:00,2025-04-19 04:35:00+00:00,24987
2025-04-18T21:35:00-07:00,2025-04-19 04:35:00+00:00,2025-04-18T21:40:00-07:00,2025-04-19 04:40:00+00:00,24811
2025-04-18T21:40:00-07:00,2025-04-19 04:40:00+00:00,2025-04-18T21:45:00-07:00,2025-04-19 04:45:00+00:00,24877
2025-04-18T21:45:00-07:00,2025-04-19 04:45:00+00:00,2025-04-18T21:50:00-07:00,2025-04-19 04:50:00+00:00,24697
2025-04-18T21:50:00-07:00,2025-04-19 04:50:00+00:00,2025-04-18T21:55:00-07:00,2025-04-19 04:55:00+00:00,24669
2025-04-18T21:55:00-07:00,2025-04-19 04:55:00+00:00,2025-04-18T22:00:00-07:00,2025-04-19 05:00:00+00:00,24586
2025-04-18T22:00:00-07:00,2025-04-19 05:00:00+00:00,2025-04-18T22:05:00-07:00,2025-04-19 05:05:00+00:00,24449
2025-04-18T22:05:00-07:00,2025-04-19 05:05:00+00:00,2025-04-18T22:10:00-07:00,2025-04-19 05:10:00+00:00,24367
2025-04-18T22:10:00-07:00,2025-04-19 05:10:00+00:00,2025-04-18T22:15:00-07:00,2025-04-19 05:15:00+00:00,24244
2025-04-18T22:15:00-07:00,2025-04-19 05:15:00+00:00,2025-04-18T22:20:00-07:00,2025-04-19 05:20:00+00:00,24006
2025-04-18T22:20:00-07:00,2025-04-19 05:20:00+00:00,2025-04-18T22:25:00-07:00,2025-04-19 05:25:00+00:00,23932
2025-04-18T22:25:00-07:00,2025-04-19 05:25:00+00:00,2025-04-18T22:30:00-07:00,2025-04-19 05:30:00+00:00,23783
2025-04-18T22:30:00-07:00,2025-04-19 05:30:00+00:00,2025-04-18T22:35:00-07:00,2025-04-19 05:35:00+00:00,23664
2025-04-18T22:35:00-07:00,2025-04-19 05:35:00+00:00,2025-04-18T22:40:00-07:00,2025-04-19 05:40:00+00:00,23345
2025-04-18T22:40:00-07:00,2025-04-19 05:40:00+00:00,2025-04-18T22:45:00-07:00,2025-04-19 05:45:00+00:00,23203
2025-04-18T22:45:00-07:00,2025-04-19 05:45:00+00:00,2025-04-18T22:50:00-07:00,2025-04-19 05:50:00+00:00,23108
2025-04-18T22:50:00-07:00,2025-04-19 05:50:00+00:00,2025-04-18T22:55:00-07:00,2025-04-19 05:55:00+00:00,22949
2025-04-18T22:55:00-07:00,2025-04-19 05:55:00+00:00,2025-04-18T23:00:00-07:00,2025-04-19 06:00:00+00:00,22806
